Date,State,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-05-07,Gujarat,Onion Small,38,44 - 48,46 - 63,1kg,N/A
2024-05-07,Gujarat,Tomato,27,31 - 34,32 - 45,1kg,N/A
2024-05-07,Gujarat,Green Chilli,43,49 - 55,52 - 71,1kg,N/A
2024-05-07,Gujarat,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-05-07,Gujarat,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-05-07,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-07,Gujarat,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-07,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-07,Gujarat,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-05-07,Gujarat,Baby Corn,59,68 - 75,71 - 97,1kg,N/A
2024-05-07,Gujarat,Banana Flower,17,20 - 22,20 - 28,1kg,N/A
2024-05-07,Gujarat,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-05-07,Gujarat,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-07,Gujarat,Bottle Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-07,Gujarat,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-05-07,Gujarat,Broad Beans,32,37 - 41,38 - 53,1kg,N/A
2024-05-07,Gujarat,Cabbage,22,25 - 28,26 - 36,1kg,N/A
2024-05-07,Gujarat,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-05-07,Gujarat,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-05-07,Gujarat,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-05-07,Gujarat,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-07,Gujarat,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-07,Gujarat,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-05-07,Gujarat,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-05-07,Gujarat,Corn,29,33 - 37,35 - 48,1kg,N/A
2024-05-07,Gujarat,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-07,Gujarat,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-07,Gujarat,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-07,Gujarat,Drumsticks,50,58 - 64,60 - 83,1kg,N/A
2024-05-07,Gujarat,Brinjal,24,28 - 30,29 - 40,1kg,N/A
2024-05-07,Gujarat,Brinjal (Big),20,23 - 25,24 - 33,1kg,N/A
2024-05-07,Gujarat,Elephant Yam,29,33 - 37,35 - 48,1kg,N/A
2024-05-07,Gujarat,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-07,Gujarat,French Beans,55,63 - 70,66 - 91,1kg,N/A
2024-05-07,Gujarat,Garlic,170,196 - 216,204 - 281,1kg,N/A
2024-05-07,Gujarat,Ginger,112,129 - 142,134 - 185,1kg,N/A
2024-05-07,Gujarat,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-05-07,Gujarat,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-05-07,Gujarat,Ivy Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-07,Gujarat,Lemon (Lime),71,82 - 90,85 - 117,1kg,N/A
2024-05-07,Gujarat,Mango Raw,26,30 - 33,31 - 43,1kg,N/A
2024-05-07,Gujarat,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-07,Gujarat,Mushroom,93,107 - 118,112 - 153,1kg,N/A
2024-05-07,Gujarat,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-07,Gujarat,Ladies Finger,38,44 - 48,46 - 63,1kg,N/A
2024-05-07,Gujarat,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-05-07,Gujarat,Radish,23,26 - 29,28 - 38,1kg,N/A
2024-05-07,Gujarat,Ridge Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-07,Gujarat,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-05-07,Gujarat,Snake Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-07,Gujarat,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-07,Gujarat,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-05-07,Gujarat,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-05-08,Gujarat,Onion Big,26,30 - 33,31 - 43,1kg,N/A
2024-05-08,Gujarat,Onion Small,38,44 - 48,46 - 63,1kg,N/A
2024-05-08,Gujarat,Tomato,27,31 - 34,32 - 45,1kg,N/A
2024-05-08,Gujarat,Green Chilli,43,49 - 55,52 - 71,1kg,N/A
2024-05-08,Gujarat,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-05-08,Gujarat,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-05-08,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-08,Gujarat,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-08,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-08,Gujarat,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-05-08,Gujarat,Baby Corn,59,68 - 75,71 - 97,1kg,N/A
2024-05-08,Gujarat,Banana Flower,17,20 - 22,20 - 28,1kg,N/A
2024-05-08,Gujarat,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-05-08,Gujarat,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-08,Gujarat,Bottle Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-08,Gujarat,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-05-08,Gujarat,Broad Beans,32,37 - 41,38 - 53,1kg,N/A
2024-05-08,Gujarat,Cabbage,22,25 - 28,26 - 36,1kg,N/A
2024-05-08,Gujarat,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-05-08,Gujarat,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-05-08,Gujarat,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-05-08,Gujarat,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-08,Gujarat,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-08,Gujarat,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-05-08,Gujarat,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-05-08,Gujarat,Corn,29,33 - 37,35 - 48,1kg,N/A
2024-05-08,Gujarat,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-08,Gujarat,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-08,Gujarat,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-08,Gujarat,Drumsticks,50,58 - 64,60 - 83,1kg,N/A
2024-05-08,Gujarat,Brinjal,24,28 - 30,29 - 40,1kg,N/A
2024-05-08,Gujarat,Brinjal (Big),20,23 - 25,24 - 33,1kg,N/A
2024-05-08,Gujarat,Elephant Yam,29,33 - 37,35 - 48,1kg,N/A
2024-05-08,Gujarat,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-08,Gujarat,French Beans,55,63 - 70,66 - 91,1kg,N/A
2024-05-08,Gujarat,Garlic,170,196 - 216,204 - 281,1kg,N/A
2024-05-08,Gujarat,Ginger,112,129 - 142,134 - 185,1kg,N/A
2024-05-08,Gujarat,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-05-08,Gujarat,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-05-08,Gujarat,Ivy Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-08,Gujarat,Lemon (Lime),71,82 - 90,85 - 117,1kg,N/A
2024-05-08,Gujarat,Mango Raw,26,30 - 33,31 - 43,1kg,N/A
2024-05-08,Gujarat,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-08,Gujarat,Mushroom,93,107 - 118,112 - 153,1kg,N/A
2024-05-08,Gujarat,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-08,Gujarat,Ladies Finger,38,44 - 48,46 - 63,1kg,N/A
2024-05-08,Gujarat,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-05-08,Gujarat,Radish,23,26 - 29,28 - 38,1kg,N/A
2024-05-08,Gujarat,Ridge Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-08,Gujarat,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-05-08,Gujarat,Snake Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-08,Gujarat,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-08,Gujarat,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-05-08,Gujarat,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-05-09,Gujarat,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-09,Gujarat,Onion Small,32,37 - 41,38 - 53,1kg,N/A
2024-05-09,Gujarat,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Gujarat,Green Chilli,44,51 - 56,53 - 73,1kg,N/A
2024-05-09,Gujarat,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-05-09,Gujarat,Potato,29,33 - 37,35 - 48,1kg,N/A
2024-05-09,Gujarat,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-09,Gujarat,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-09,Gujarat,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-09,Gujarat,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-05-09,Gujarat,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-05-09,Gujarat,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-09,Gujarat,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-05-09,Gujarat,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-09,Gujarat,Bottle Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-09,Gujarat,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-05-09,Gujarat,Broad Beans,27,31 - 34,32 - 45,1kg,N/A
2024-05-09,Gujarat,Cabbage,18,21 - 23,22 - 30,1kg,N/A
2024-05-09,Gujarat,Carrot,46,53 - 58,55 - 76,1kg,N/A
2024-05-09,Gujarat,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-09,Gujarat,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Gujarat,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-05-09,Gujarat,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-09,Gujarat,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-09,Gujarat,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-09,Gujarat,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-09,Gujarat,Cucumber,24,28 - 30,29 - 40,1kg,N/A
2024-05-09,Gujarat,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-09,Gujarat,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-09,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Gujarat,Brinjal,25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Gujarat,Brinjal (Big),20,23 - 25,24 - 33,1kg,N/A
2024-05-09,Gujarat,Elephant Yam,26,30 - 33,31 - 43,1kg,N/A
2024-05-09,Gujarat,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-09,Gujarat,French Beans,55,63 - 70,66 - 91,1kg,N/A
2024-05-09,Gujarat,Garlic,170,196 - 216,204 - 281,1kg,N/A
2024-05-09,Gujarat,Ginger,104,120 - 132,125 - 172,1kg,N/A
2024-05-09,Gujarat,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-05-09,Gujarat,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-05-09,Gujarat,Ivy Gourd,24,28 - 30,29 - 40,1kg,N/A
2024-05-09,Gujarat,Lemon (Lime),60,69 - 76,72 - 99,1kg,N/A
2024-05-09,Gujarat,Mango Raw,27,31 - 34,32 - 45,1kg,N/A
2024-05-09,Gujarat,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-09,Gujarat,Mushroom,85,98 - 108,102 - 140,1kg,N/A
2024-05-09,Gujarat,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-09,Gujarat,Ladies Finger,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Gujarat,Pumpkin,18,21 - 23,22 - 30,1kg,N/A
2024-05-09,Gujarat,Radish,25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Gujarat,Ridge Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-09,Gujarat,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-05-09,Gujarat,Snake Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-09,Gujarat,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-09,Gujarat,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-05-09,Gujarat,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-10,Gujarat,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-10,Gujarat,Onion Small,32,37 - 41,38 - 53,1kg,N/A
2024-05-10,Gujarat,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Gujarat,Green Chilli,44,51 - 56,53 - 73,1kg,N/A
2024-05-10,Gujarat,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-05-10,Gujarat,Potato,29,33 - 37,35 - 48,1kg,N/A
2024-05-10,Gujarat,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-10,Gujarat,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-10,Gujarat,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-10,Gujarat,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-05-10,Gujarat,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-05-10,Gujarat,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-10,Gujarat,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-05-10,Gujarat,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-10,Gujarat,Bottle Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-10,Gujarat,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-05-10,Gujarat,Broad Beans,27,31 - 34,32 - 45,1kg,N/A
2024-05-10,Gujarat,Cabbage,18,21 - 23,22 - 30,1kg,N/A
2024-05-10,Gujarat,Carrot,46,53 - 58,55 - 76,1kg,N/A
2024-05-10,Gujarat,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-10,Gujarat,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-10,Gujarat,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-05-10,Gujarat,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-10,Gujarat,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-10,Gujarat,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-10,Gujarat,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-10,Gujarat,Cucumber,24,28 - 30,29 - 40,1kg,N/A
2024-05-10,Gujarat,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-10,Gujarat,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-10,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-10,Gujarat,Brinjal,25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Gujarat,Brinjal (Big),20,23 - 25,24 - 33,1kg,N/A
2024-05-10,Gujarat,Elephant Yam,26,30 - 33,31 - 43,1kg,N/A
2024-05-10,Gujarat,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-10,Gujarat,French Beans,55,63 - 70,66 - 91,1kg,N/A
2024-05-10,Gujarat,Garlic,170,196 - 216,204 - 281,1kg,N/A
2024-05-10,Gujarat,Ginger,104,120 - 132,125 - 172,1kg,N/A
2024-05-10,Gujarat,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-05-10,Gujarat,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-05-10,Gujarat,Ivy Gourd,24,28 - 30,29 - 40,1kg,N/A
2024-05-10,Gujarat,Lemon (Lime),60,69 - 76,72 - 99,1kg,N/A
2024-05-10,Gujarat,Mango Raw,27,31 - 34,32 - 45,1kg,N/A
2024-05-10,Gujarat,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-10,Gujarat,Mushroom,85,98 - 108,102 - 140,1kg,N/A
2024-05-10,Gujarat,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-10,Gujarat,Ladies Finger,40,46 - 51,48 - 66,1kg,N/A
2024-05-10,Gujarat,Pumpkin,18,21 - 23,22 - 30,1kg,N/A
2024-05-10,Gujarat,Radish,25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Gujarat,Ridge Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-10,Gujarat,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-05-10,Gujarat,Snake Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-10,Gujarat,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-10,Gujarat,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-05-10,Gujarat,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-11,Gujarat,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-11,Gujarat,Onion Small,32,37 - 41,38 - 53,1kg,N/A
2024-05-11,Gujarat,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Gujarat,Green Chilli,44,51 - 56,53 - 73,1kg,N/A
2024-05-11,Gujarat,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-05-11,Gujarat,Potato,29,33 - 37,35 - 48,1kg,N/A
2024-05-11,Gujarat,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-11,Gujarat,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-11,Gujarat,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-11,Gujarat,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-05-11,Gujarat,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-05-11,Gujarat,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-11,Gujarat,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-05-11,Gujarat,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-11,Gujarat,Bottle Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-11,Gujarat,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-05-11,Gujarat,Broad Beans,27,31 - 34,32 - 45,1kg,N/A
2024-05-11,Gujarat,Cabbage,18,21 - 23,22 - 30,1kg,N/A
2024-05-11,Gujarat,Carrot,46,53 - 58,55 - 76,1kg,N/A
2024-05-11,Gujarat,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-11,Gujarat,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-11,Gujarat,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-05-11,Gujarat,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-11,Gujarat,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-11,Gujarat,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-11,Gujarat,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-11,Gujarat,Cucumber,24,28 - 30,29 - 40,1kg,N/A
2024-05-11,Gujarat,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-11,Gujarat,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-11,Gujarat,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-11,Gujarat,Brinjal,25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Gujarat,Brinjal (Big),20,23 - 25,24 - 33,1kg,N/A
2024-05-11,Gujarat,Elephant Yam,26,30 - 33,31 - 43,1kg,N/A
2024-05-11,Gujarat,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-11,Gujarat,French Beans,55,63 - 70,66 - 91,1kg,N/A
2024-05-11,Gujarat,Garlic,170,196 - 216,204 - 281,1kg,N/A
2024-05-11,Gujarat,Ginger,104,120 - 132,125 - 172,1kg,N/A
2024-05-11,Gujarat,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-05-11,Gujarat,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-05-11,Gujarat,Ivy Gourd,24,28 - 30,29 - 40,1kg,N/A
2024-05-11,Gujarat,Lemon (Lime),60,69 - 76,72 - 99,1kg,N/A
2024-05-11,Gujarat,Mango Raw,27,31 - 34,32 - 45,1kg,N/A
2024-05-11,Gujarat,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-11,Gujarat,Mushroom,85,98 - 108,102 - 140,1kg,N/A
2024-05-11,Gujarat,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-11,Gujarat,Ladies Finger,40,46 - 51,48 - 66,1kg,N/A
2024-05-11,Gujarat,Pumpkin,18,21 - 23,22 - 30,1kg,N/A
2024-05-11,Gujarat,Radish,25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Gujarat,Ridge Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-11,Gujarat,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-05-11,Gujarat,Snake Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-11,Gujarat,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-11,Gujarat,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-05-11,Gujarat,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-12,Gujarat,Onion Big,26,30 - 33,31 - 43,1kg,N/A
2024-05-12,Gujarat,Onion Small,32,37 - 41,38 - 53,1kg,N/A
2024-05-12,Gujarat,Tomato,27,31 - 34,32 - 45,1kg,N/A
2024-05-12,Gujarat,Green Chilli,42,48 - 53,50 - 69,1kg,N/A
2024-05-12,Gujarat,Beetroot,40,46 - 51,48 - 66,1kg,N/A
2024-05-12,Gujarat,Potato,31,36 - 39,37 - 51,1kg,N/A
2024-05-12,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-12,Gujarat,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-12,Gujarat,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-12,Gujarat,Ash gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-12,Gujarat,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-05-12,Gujarat,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-12,Gujarat,Capsicum,40,46 - 51,48 - 66,1kg,N/A
2024-05-12,Gujarat,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-12,Gujarat,Bottle Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-12,Gujarat,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-05-12,Gujarat,Broad Beans,34,39 - 43,41 - 56,1kg,N/A
2024-05-12,Gujarat,Cabbage,20,23 - 25,24 - 33,1kg,N/A
2024-05-12,Gujarat,Carrot,46,53 - 58,55 - 76,1kg,N/A
2024-05-12,Gujarat,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-05-12,Gujarat,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-05-12,Gujarat,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-05-12,Gujarat,Colocasia Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-05-12,Gujarat,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-12,Gujarat,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-12,Gujarat,Corn,29,33 - 37,35 - 48,1kg,N/A
2024-05-12,Gujarat,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-12,Gujarat,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-05-12,Gujarat,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-12,Gujarat,Drumsticks,50,58 - 64,60 - 83,1kg,N/A
2024-05-12,Gujarat,Brinjal,24,28 - 30,29 - 40,1kg,N/A
2024-05-12,Gujarat,Brinjal (Big),26,30 - 33,31 - 43,1kg,N/A
2024-05-12,Gujarat,Elephant Yam,25,29 - 32,30 - 41,1kg,N/A
2024-05-12,Gujarat,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-12,Gujarat,French Beans,50,58 - 64,60 - 83,1kg,N/A
2024-05-12,Gujarat,Garlic,168,193 - 213,202 - 277,1kg,N/A
2024-05-12,Gujarat,Ginger,113,130 - 144,136 - 186,1kg,N/A
2024-05-12,Gujarat,Onion Green,46,53 - 58,55 - 76,1kg,N/A
2024-05-12,Gujarat,Green Peas,46,53 - 58,55 - 76,1kg,N/A
2024-05-12,Gujarat,Ivy Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-12,Gujarat,Lemon (Lime),75,86 - 95,90 - 124,1kg,N/A
2024-05-12,Gujarat,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-05-12,Gujarat,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-12,Gujarat,Mushroom,93,107 - 118,112 - 153,1kg,N/A
2024-05-12,Gujarat,Mustard Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-12,Gujarat,Ladies Finger,36,41 - 46,43 - 59,1kg,N/A
2024-05-12,Gujarat,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-05-12,Gujarat,Radish,27,31 - 34,32 - 45,1kg,N/A
2024-05-12,Gujarat,Ridge Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-05-12,Gujarat,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-05-12,Gujarat,Snake Gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-12,Gujarat,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-12,Gujarat,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-12,Gujarat,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-05-13,Gujarat,Onion Big,26,30 - 33,31 - 43,1kg,N/A
2024-05-13,Gujarat,Onion Small,32,37 - 41,38 - 53,1kg,N/A
2024-05-13,Gujarat,Tomato,27,31 - 34,32 - 45,1kg,N/A
2024-05-13,Gujarat,Green Chilli,42,48 - 53,50 - 69,1kg,N/A
2024-05-13,Gujarat,Beetroot,40,46 - 51,48 - 66,1kg,N/A
2024-05-13,Gujarat,Potato,31,36 - 39,37 - 51,1kg,N/A
2024-05-13,Gujarat,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
